Set,Isolate,Rep,DI 0,DI 1,DI 2,DI 3,DI 4,General Severity,Seeds,DI,DIx100,Species,Abundance,Temp
Set_1-1,MISO_1-4,R1,2,5,3,0,0,1,10,0.275,27.5,Pythium lutarium,125,20C
Set_1-1,MISO_1-4,R2,1,5,3,1,0,1,10,0.35,35,Pythium lutarium,125,20C
Set_1-1,MISO_1-4,R3,1,5,4,0,0,1,10,0.325,32.5,Pythium lutarium,125,20C
Set_1-1,ILSO_6-12b,R1,2,4,4,0,0,1,10,0.3,30,Pythium oopapillum,350,20C
Set_1-1,ILSO_6-12b,R2,2,5,3,0,0,1,10,0.275,27.5,Pythium oopapillum,350,20C
Set_1-1,ILSO_6-12b,R3,3,4,3,0,0,1,10,0.25,25,Pythium oopapillum,350,20C
Set_1-1,INSO_1-53a,R1,1,6,3,0,0,1,10,0.3,30,Pythium oopapillum,350,20C
Set_1-1,INSO_1-53a,R2,0,6,4,0,0,1,10,0.35,35,Pythium oopapillum,350,20C
Set_1-1,INSO_1-53a,R3,3,4,3,0,0,1,10,0.25,25,Pythium oopapillum,350,20C
Set_1-1,MISO_8-23,R1,2,4,4,0,0,1,10,0.3,30,Pythium oopapillum,350,20C
Set_1-1,MISO_8-23,R2,3,4,3,0,0,1,10,0.25,25,Pythium oopapillum,350,20C
Set_1-1,MISO_8-23,R3,2,5,3,0,0,1,10,0.275,27.5,Pythium oopapillum,350,20C
Set_1-1,INSO_1-10c,R1,0,0,2,4,4,2,10,0.8,80,Pythium sylvaticum,562,20C
Set_1-1,INSO_1-10c,R2,0,0,4,3,3,2,10,0.725,72.5,Pythium sylvaticum,562,20C
Set_1-1,INSO_1-10c,R3,0,0,3,4,3,2,10,0.75,75,Pythium sylvaticum,562,20C
Set_1-1,NDSO_1-42,R1,0,2,4,3,1,1,10,0.575,57.5,Pythium sylvaticum,562,20C
Set_1-1,NDSO_1-42,R2,0,0,2,5,3,2,10,0.775,77.5,Pythium sylvaticum,562,20C
Set_1-1,NDSO_1-42,R3,0,0,4,3,3,2,10,0.725,72.5,Pythium sylvaticum,562,20C
Set_1-1,NESO_2-13,R1,0,0,0,3,7,4,10,0.925,92.5,Pythium sylvaticum,562,20C
Set_1-1,NESO_2-13,R2,0,0,3,4,3,2,10,0.75,75,Pythium sylvaticum,562,20C
Set_1-1,NESO_2-13,R3,0,0,0,2,8,4,10,0.95,95,Pythium sylvaticum,562,20C
Set_1-1,ILSO_3-21a,R1,0,0,0,0,10,5,10,1,100,Pythium ultimum var. sporangiiferum,55,20C
Set_1-1,ILSO_3-21a,R2,0,0,0,0,10,5,10,1,100,Pythium ultimum var. sporangiiferum,55,20C
Set_1-1,ILSO_3-21a,R3,0,0,0,0,10,5,10,1,100,Pythium ultimum var. sporangiiferum,55,20C
Set_1-1,INSO_5-50,R1,0,0,0,0,10,5,10,1,100,Pythium ultimum var. sporangiiferum,55,20C
Set_1-1,INSO_5-50,R2,0,0,0,0,10,5,10,1,100,Pythium ultimum var. sporangiiferum,55,20C
Set_1-1,INSO_5-50,R3,0,0,0,0,10,5,10,1,100,Pythium ultimum var. sporangiiferum,55,20C
Set_1-1,KSSO_6-30,R1,0,0,0,2,8,4,10,0.95,95,Pythium ultimum var. sporangiiferum,55,20C
Set_1-1,KSSO_6-30,R2,0,0,0,2,8,4,10,0.95,95,Pythium ultimum var. sporangiiferum,55,20C
Set_1-1,KSSO_6-30,R3,0,0,0,4,6,4,10,0.9,90,Pythium ultimum var. sporangiiferum,55,20C
Set_1-1,ILSO_4-52c,R1,0,0,0,0,10,5,10,1,100,Pythium ultimum var. ultimum,177,20C
Set_1-1,ILSO_4-52c,R2,0,0,0,0,10,5,10,1,100,Pythium ultimum var. ultimum,177,20C
Set_1-1,ILSO_4-52c,R3,0,0,0,0,10,5,10,1,100,Pythium ultimum var. ultimum,177,20C
Set_1-1,MISO_8-10,R1,0,0,0,0,10,5,10,1,100,Pythium ultimum var. ultimum,177,20C
Set_1-1,MISO_8-10,R2,0,0,0,0,10,5,10,1,100,Pythium ultimum var. ultimum,177,20C
Set_1-1,MISO_8-10,R3,0,0,0,0,10,5,10,1,100,Pythium ultimum var. ultimum,177,20C
Set_1-1,WISO_4-13,R1,0,0,0,0,10,5,10,1,100,Pythium ultimum var. ultimum,177,20C
Set_1-1,WISO_4-13,R2,0,0,0,0,10,5,10,1,100,Pythium ultimum var. ultimum,177,20C
Set_1-1,WISO_4-13,R3,0,0,0,0,10,5,10,1,100,Pythium ultimum var. ultimum,177,20C
Set_1-2,KSSO_5-30,R1,8,2,0,0,0,1,10,0.05,5,Aphanomyces cladogamus ,2,20C
Set_1-2,KSSO_5-30,R2,8,1,1,0,0,1,10,0.075,7.5,Aphanomyces cladogamus ,2,20C
Set_1-2,KSSO_5-30,R3,7,1,2,0,0,1,10,0.125,12.5,Aphanomyces cladogamus ,2,20C
Set_1-2,CONTROL,R1,1,7,2,0,0,1,10,0.275,27.5,Control,0,20C
Set_1-2,CONTROL,R2,9,1,0,0,0,1,10,0.025,2.5,Control,0,20C
Set_1-2,CONTROL,R3,8,2,0,0,0,1,10,0.05,5,Control,0,20C
Set_1-2,KSSO_6-1,R1,0,0,0,3,7,3,10,0.925,92.5,Phytophthora sansomeana,19,20C
Set_1-2,KSSO_6-1,R2,0,0,0,2,8,3,10,0.95,95,Phytophthora sansomeana,19,20C
Set_1-2,KSSO_6-1,R3,0,0,0,3,7,3,10,0.925,92.5,Phytophthora sansomeana,19,20C
Set_1-2,KSSO_6-47,R1,0,0,0,0,10,5,10,1,100,Phytophthora sansomeana,19,20C
Set_1-2,KSSO_6-47,R2,0,0,0,0,10,5,10,1,100,Phytophthora sansomeana,19,20C
Set_1-2,KSSO_6-47,R3,0,0,0,1,9,4,10,0.975,97.5,Phytophthora sansomeana,19,20C
Set_1-2,IASO_3-41.17,R1,1,6,3,0,0,1,10,0.3,30,Phytophthora sojae,57,20C
Set_1-2,IASO_3-41.17,R2,2,5,3,0,0,1,10,0.275,27.5,Phytophthora sojae,57,20C
Set_1-2,IASO_3-41.17,R3,1,7,2,0,0,1,10,0.275,27.5,Phytophthora sojae,57,20C
Set_1-2,IASO_8-13.10,R1,0,8,2,0,0,1,10,0.3,30,Phytophthora sojae,57,20C
Set_1-2,IASO_8-13.10,R2,1,6,3,0,0,1,10,0.3,30,Phytophthora sojae,57,20C
Set_1-2,IASO_8-13.10,R3,1,6,3,0,0,1,10,0.3,30,Phytophthora sojae,57,20C
Set_1-2,V-SDSO2_1-53,R1,1,6,3,0,0,1,10,0.3,30,Phytophthora sojae,57,20C
Set_1-2,V-SDSO2_1-53,R2,1,7,2,0,0,1,10,0.275,27.5,Phytophthora sojae,57,20C
Set_1-2,V-SDSO2_1-53,R3,4,4,2,0,0,1,10,0.2,20,Phytophthora sojae,57,20C
Set_1-2,AR_160.S.1.9.A,R1,2,2,3,3,0,1,10,0.425,42.5,Pythium aff. dissotocum,119,20C
Set_1-2,AR_160.S.1.9.A,R2,1,2,4,3,0,1,10,0.475,47.5,Pythium aff. dissotocum,119,20C
Set_1-2,AR_160.S.1.9.A,R3,0,2,5,2,1,1,10,0.55,55,Pythium aff. dissotocum,119,20C
Set_1-2,IASO_10-37.8,R1,7,3,0,0,0,1,10,0.075,7.5,Pythium aff. dissotocum,119,20C
Set_1-2,IASO_10-37.8,R2,6,4,0,0,0,1,10,0.1,10,Pythium aff. dissotocum,119,20C
Set_1-2,IASO_10-37.8,R3,6,4,0,0,0,1,10,0.1,10,Pythium aff. dissotocum,119,20C
Set_1-2,MISO_1-33,R1,1,3,6,0,0,1,10,0.375,37.5,Pythium aff. dissotocum,119,20C
Set_1-2,MISO_1-33,R2,3,3,4,0,0,1,10,0.275,27.5,Pythium aff. dissotocum,119,20C
Set_1-2,MISO_1-33,R3,2,3,5,0,0,1,10,0.325,32.5,Pythium aff. dissotocum,119,20C
Set_1-2,AR_15.S.2.7.A,R1,1,6,3,0,0,1,10,0.3,30,Pythium aff. torulosum,144,20C
Set_1-2,AR_15.S.2.7.A,R2,0,0,6,3,1,1,10,0.625,62.5,Pythium aff. torulosum,144,20C
Set_1-2,AR_15.S.2.7.A,R3,0,2,3,2,3,1,10,0.65,65,Pythium aff. torulosum,144,20C
Set_1-2,IASO_10-16.27,R1,2,4,4,0,0,,10,0.3,30,Pythium aff. torulosum,144,20C
Set_1-2,IASO_10-16.27,R2,0,6,3,0,1,,10,0.4,40,Pythium aff. torulosum,144,20C
Set_1-2,IASO_10-16.27,R3,1,6,3,0,0,,10,0.3,30,Pythium aff. torulosum,144,20C
Set_1-2,INSO_4-10,R1,2,6,2,0,0,1,10,0.25,25,Pythium aff. torulosum,144,20C
Set_1-2,INSO_4-10,R2,7,2,1,0,0,1,10,0.1,10,Pythium aff. torulosum,144,20C
Set_1-2,INSO_4-10,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium aff. torulosum,144,20C
Set_1-2,IASO_6-36.41,R1,7,2,1,0,0,1,10,0.1,10,Pythium attrantheridium,98,20C
Set_1-2,IASO_6-36.41,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium attrantheridium,98,20C
Set_1-2,IASO_6-36.41,R3,1,6,2,1,0,1,10,0.325,32.5,Pythium attrantheridium,98,20C
Set_1-2,ILSO_3-24a,R1,2,4,4,0,0,1,10,0.3,30,Pythium attrantheridium,98,20C
Set_1-2,ILSO_3-24a,R2,1,5,4,0,0,1,10,0.325,32.5,Pythium attrantheridium,98,20C
Set_1-2,ILSO_3-24a,R3,2,5,3,0,0,1,10,0.275,27.5,Pythium attrantheridium,98,20C
Set_1-2,NDSO_2-12,R1,1,6,3,0,0,1,10,0.3,30,Pythium attrantheridium,98,20C
Set_1-2,NDSO_2-12,R2,5,2,3,0,0,1,10,0.2,20,Pythium attrantheridium,98,20C
Set_1-2,NDSO_2-12,R3,0,5,2,3,0,1,10,0.45,45,Pythium attrantheridium,98,20C
Set_1-2,IASO_10-32.3,R1,2,4,4,0,0,1,10,0.3,30,Pythium heterothallicum,320,20C
Set_1-2,IASO_10-32.3,R2,3,3,4,0,0,1,10,0.275,27.5,Pythium heterothallicum,320,20C
Set_1-2,IASO_10-32.3,R3,2,3,4,0,1,1,10,0.375,37.5,Pythium heterothallicum,320,20C
Set_1-2,MISO_8-33,R1,2,6,2,0,0,1,10,0.25,25,Pythium heterothallicum,320,20C
Set_1-2,MISO_8-33,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium heterothallicum,320,20C
Set_1-2,MISO_8-33,R3,6,1,3,0,0,1,10,0.175,17.5,Pythium heterothallicum,320,20C
Set_1-2,NESO_4-30,R1,1,6,3,0,0,1,10,0.3,30,Pythium heterothallicum,320,20C
Set_1-2,NESO_4-30,R2,5,2,3,0,0,1,10,0.2,20,Pythium heterothallicum,320,20C
Set_1-2,NESO_4-30,R3,6,2,2,0,0,1,10,0.15,15,Pythium heterothallicum,320,20C
Set_1-2,IASO_2-21.2,R1,0,0,1,4,5,3,10,0.85,85,Pythium irregulare,307,20C
Set_1-2,IASO_2-21.2,R2,0,0,1,3,6,4,10,0.875,87.5,Pythium irregulare,307,20C
Set_1-2,IASO_2-21.2,R3,0,0,2,3,5,3,10,0.825,82.5,Pythium irregulare,307,20C
Set_1-2,KSSO_2-10,R1,0,0,0,4,6,3,10,0.9,90,Pythium irregulare,307,20C
Set_1-2,KSSO_2-10,R2,0,0,0,6,4,2,10,0.85,85,Pythium irregulare,307,20C
Set_1-2,KSSO_2-10,R3,0,0,0,4,6,3,10,0.9,90,Pythium irregulare,307,20C
Set_1-2,WISO_5-65,R1,0,0,0,5,5,3,10,0.875,87.5,Pythium irregulare,307,20C
Set_1-2,WISO_5-65,R2,0,0,0,2,8,4,10,0.95,95,Pythium irregulare,307,20C
Set_1-2,WISO_5-65,R3,0,0,0,3,7,4,10,0.925,92.5,Pythium irregulare,307,20C
Set_1-2,AR_284.S.1.4.A,R1,0,0,0,1,9,4,10,0.975,97.5,Pythium lutarium,125,20C
Set_1-2,AR_284.S.1.4.A,R2,0,0,0,1,9,4,10,0.975,97.5,Pythium lutarium,125,20C
Set_1-2,AR_284.S.1.4.A,R3,0,0,0,1,9,4,10,0.975,97.5,Pythium lutarium,125,20C
Set_1-2,INSO_1-8a,R1,2,2,6,0,0,1,10,0.35,35,Pythium lutarium,125,20C
Set_1-2,INSO_1-8a,R2,3,2,5,0,0,1,10,0.3,30,Pythium lutarium,125,20C
Set_1-2,INSO_1-8a,R3,2,2,6,0,0,1,10,0.35,35,Pythium lutarium,125,20C
Set_1-2,MISO_1-4,R1,5,0,4,0,1,1,10,0.3,30,Pythium lutarium,125,20C
Set_1-2,MISO_1-4,R2,4,3,3,0,0,1,10,0.225,22.5,Pythium lutarium,125,20C
Set_1-2,MISO_1-4,R3,4,4,2,0,0,1,10,0.2,20,Pythium lutarium,125,20C
Set_1-2,ILSO_6-12b,R1,9,1,0,0,0,1,10,0.025,2.5,Pythium oopapillum,350,20C
Set_1-2,ILSO_6-12b,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium oopapillum,350,20C
Set_1-2,ILSO_6-12b,R3,8,1,1,0,0,1,10,0.075,7.5,Pythium oopapillum,350,20C
Set_1-2,INSO_1-53a,R1,2,8,0,0,0,1,10,0.2,20,Pythium oopapillum,350,20C
Set_1-2,INSO_1-53a,R2,1,6,3,0,0,1,10,0.3,30,Pythium oopapillum,350,20C
Set_1-2,INSO_1-53a,R3,0,4,5,0,1,1,10,0.45,45,Pythium oopapillum,350,20C
Set_1-2,MISO_8-23,R1,4,0,3,2,1,1,10,0.4,40,Pythium oopapillum,350,20C
Set_1-2,MISO_8-23,R2,1,4,5,0,0,1,10,0.35,35,Pythium oopapillum,350,20C
Set_1-2,MISO_8-23,R3,3,4,0,2,1,1,10,0.35,35,Pythium oopapillum,350,20C
Set_1-2,INSO_1-10c,R1,0,2,2,3,3,3,10,0.675,67.5,Pythium sylvaticum,562,20C
Set_1-2,INSO_1-10c,R2,0,0,1,3,6,3,10,0.875,87.5,Pythium sylvaticum,562,20C
Set_1-2,INSO_1-10c,R3,0,0,5,1,4,2,10,0.725,72.5,Pythium sylvaticum,562,20C
Set_1-2,NDSO_1-42,R1,0,0,4,2,4,2,10,0.75,75,Pythium sylvaticum,562,20C
Set_1-2,NDSO_1-42,R2,0,0,6,0,4,2,10,0.7,70,Pythium sylvaticum,562,20C
Set_1-2,NDSO_1-42,R3,0,0,4,1,5,2,10,0.775,77.5,Pythium sylvaticum,562,20C
Set_1-2,NESO_2-13,R1,0,1,3,2,4,2,10,0.725,72.5,Pythium sylvaticum,562,20C
Set_1-2,NESO_2-13,R2,0,0,1,5,4,2,10,0.825,82.5,Pythium sylvaticum,562,20C
Set_1-2,NESO_2-13,R3,0,0,1,3,6,3,10,0.875,87.5,Pythium sylvaticum,562,20C
Set_1-2,ILSO_3-21a,R1,0,0,0,0,10,5,10,1,100,Pythium ultimum var. sporangiiferum,55,20C
Set_1-2,ILSO_3-21a,R2,0,0,0,0,10,5,10,1,100,Pythium ultimum var. sporangiiferum,55,20C
Set_1-2,ILSO_3-21a,R3,0,0,0,0,10,5,10,1,100,Pythium ultimum var. sporangiiferum,55,20C
Set_1-2,INSO_5-50,R1,0,0,0,0,10,5,10,1,100,Pythium ultimum var. sporangiiferum,55,20C
Set_1-2,INSO_5-50,R2,0,0,0,0,10,5,10,1,100,Pythium ultimum var. sporangiiferum,55,20C
Set_1-2,INSO_5-50,R3,0,0,0,0,10,5,10,1,100,Pythium ultimum var. sporangiiferum,55,20C
Set_1-2,KSSO_6-30,R1,0,0,0,4,6,3,10,0.9,90,Pythium ultimum var. sporangiiferum,55,20C
Set_1-2,KSSO_6-30,R2,0,0,0,3,7,4,10,0.925,92.5,Pythium ultimum var. sporangiiferum,55,20C
Set_1-2,KSSO_6-30,R3,0,0,1,3,6,3,10,0.875,87.5,Pythium ultimum var. sporangiiferum,55,20C
Set_1-2,ILSO_4-52c,R1,0,0,0,0,10,5,10,1,100,Pythium ultimum var. ultimum,177,20C
Set_1-2,ILSO_4-52c,R2,0,0,0,0,10,5,10,1,100,Pythium ultimum var. ultimum,177,20C
Set_1-2,ILSO_4-52c,R3,0,0,0,1,9,5,10,0.975,97.5,Pythium ultimum var. ultimum,177,20C
Set_1-2,MISO_8-10,R1,0,0,0,0,10,5,10,1,100,Pythium ultimum var. ultimum,177,20C
Set_1-2,MISO_8-10,R2,0,0,0,0,10,5,10,1,100,Pythium ultimum var. ultimum,177,20C
Set_1-2,MISO_8-10,R3,0,0,0,0,10,5,10,1,100,Pythium ultimum var. ultimum,177,20C
Set_1-2,WISO_4-13,R1,0,0,0,0,10,5,10,1,100,Pythium ultimum var. ultimum,177,20C
Set_1-2,WISO_4-13,R2,0,0,0,0,10,5,10,1,100,Pythium ultimum var. ultimum,177,20C
Set_1-2,WISO_4-13,R3,0,0,0,2,8,4,10,0.95,95,Pythium ultimum var. ultimum,177,20C
Set_1-3,KSSO_5-30,R1,7,1,2,0,0,1,10,0.125,12.5,Aphanomyces cladogamus ,2,20C
Set_1-3,KSSO_5-30,R2,6,1,3,0,0,1,10,0.175,17.5,Aphanomyces cladogamus ,2,20C
Set_1-3,KSSO_5-30,R3,8,0,2,0,0,1,10,0.1,10,Aphanomyces cladogamus ,2,20C
Set_1-3,CONTROL,R1,6,2,2,0,0,1,10,0.15,15,Control,0,20C
Set_1-3,CONTROL,R2,9,1,0,0,0,1,10,0.025,2.5,Control,0,20C
Set_1-3,CONTROL,R3,8,2,0,0,0,1,10,0.05,5,Control,0,20C
Set_1-3,KSSO_6-1,R1,0,0,0,3,7,4,10,0.925,92.5,Phytophthora sansomeana,19,20C
Set_1-3,KSSO_6-1,R2,0,0,0,3,7,4,10,0.925,92.5,Phytophthora sansomeana,19,20C
Set_1-3,KSSO_6-1,R3,0,0,0,4,6,3,10,0.9,90,Phytophthora sansomeana,19,20C
Set_1-3,KSSO_6-47,R1,0,0,0,0,10,5,10,1,100,Phytophthora sansomeana,19,20C
Set_1-3,KSSO_6-47,R2,0,0,0,0,10,5,10,1,100,Phytophthora sansomeana,19,20C
Set_1-3,KSSO_6-47,R3,0,0,0,0,10,5,10,1,100,Phytophthora sansomeana,19,20C
Set_1-3,IASO_3-41.17,R1,5,1,4,0,0,1,10,0.225,22.5,Phytophthora sojae,57,20C
Set_1-3,IASO_3-41.17,R2,5,2,3,0,0,1,10,0.2,20,Phytophthora sojae,57,20C
Set_1-3,IASO_3-41.17,R3,6,1,3,0,0,1,10,0.175,17.5,Phytophthora sojae,57,20C
Set_1-3,IASO_8-13.10,R1,6,1,3,0,0,1,10,0.175,17.5,Phytophthora sojae,57,20C
Set_1-3,IASO_8-13.10,R2,7,1,2,0,0,1,10,0.125,12.5,Phytophthora sojae,57,20C
Set_1-3,IASO_8-13.10,R3,8,1,1,0,0,1,10,0.075,7.5,Phytophthora sojae,57,20C
Set_1-3,V-SDSO2_1-53,R1,5,1,2,2,0,1,10,0.275,27.5,Phytophthora sojae,57,20C
Set_1-3,V-SDSO2_1-53,R2,5,1,3,1,0,1,10,0.25,25,Phytophthora sojae,57,20C
Set_1-3,V-SDSO2_1-53,R3,6,1,3,0,0,1,10,0.175,17.5,Phytophthora sojae,57,20C
Set_1-3,AR_160.S.1.9.A,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium aff. dissotocum,119,20C
Set_1-3,AR_160.S.1.9.A,R2,5,2,2,1,0,1,10,0.225,22.5,Pythium aff. dissotocum,119,20C
Set_1-3,AR_160.S.1.9.A,R3,6,1,3,0,0,1,10,0.175,17.5,Pythium aff. dissotocum,119,20C
Set_1-3,IASO_10-37.8,R1,5,1,4,0,0,1,10,0.225,22.5,Pythium aff. dissotocum,119,20C
Set_1-3,IASO_10-37.8,R2,5,2,3,0,0,1,10,0.2,20,Pythium aff. dissotocum,119,20C
Set_1-3,IASO_10-37.8,R3,6,2,2,0,0,1,10,0.15,15,Pythium aff. dissotocum,119,20C
Set_1-3,MISO_1-33,R1,5,2,3,0,0,1,10,0.2,20,Pythium aff. dissotocum,119,20C
Set_1-3,MISO_1-33,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium aff. dissotocum,119,20C
Set_1-3,MISO_1-33,R3,6,1,3,0,0,1,10,0.175,17.5,Pythium aff. dissotocum,119,20C
Set_1-3,AR_15.S.2.7.A,R1,0,0,3,3,4,2,10,0.775,77.5,Pythium aff. torulosum,144,20C
Set_1-3,AR_15.S.2.7.A,R2,0,0,4,2,4,2,10,0.75,75,Pythium aff. torulosum,144,20C
Set_1-3,AR_15.S.2.7.A,R3,0,0,2,3,5,3,10,0.825,82.5,Pythium aff. torulosum,144,20C
Set_1-3,IASO_10-16.27,R1,5,3,2,0,0,1,10,0.175,17.5,Pythium aff. torulosum,144,20C
Set_1-3,IASO_10-16.27,R2,5,3,2,0,0,1,10,0.175,17.5,Pythium aff. torulosum,144,20C
Set_1-3,IASO_10-16.27,R3,7,2,1,0,0,1,10,0.1,10,Pythium aff. torulosum,144,20C
Set_1-3,INSO_4-10,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium aff. torulosum,144,20C
Set_1-3,INSO_4-10,R2,5,2,3,0,0,1,10,0.2,20,Pythium aff. torulosum,144,20C
Set_1-3,INSO_4-10,R3,5,2,3,0,0,1,10,0.2,20,Pythium aff. torulosum,144,20C
Set_1-3,IASO_6-36.41,R1,3,2,4,1,0,1,10,0.325,32.5,Pythium attrantheridium,98,20C
Set_1-3,IASO_6-36.41,R2,5,1,4,0,0,1,10,0.225,22.5,Pythium attrantheridium,98,20C
Set_1-3,IASO_6-36.41,R3,6,1,2,1,0,1,10,0.2,20,Pythium attrantheridium,98,20C
Set_1-3,ILSO_3-24a,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium attrantheridium,98,20C
Set_1-3,ILSO_3-24a,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium attrantheridium,98,20C
Set_1-3,ILSO_3-24a,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium attrantheridium,98,20C
Set_1-3,NDSO_2-12,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium attrantheridium,98,20C
Set_1-3,NDSO_2-12,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium attrantheridium,98,20C
Set_1-3,NDSO_2-12,R3,5,1,4,0,0,1,10,0.225,22.5,Pythium attrantheridium,98,20C
Set_1-3,IASO_10-32.3,R1,7,0,1,2,0,1,10,0.2,20,Pythium heterothallicum,320,20C
Set_1-3,IASO_10-32.3,R2,7,0,2,1,0,1,10,0.175,17.5,Pythium heterothallicum,320,20C
Set_1-3,IASO_10-32.3,R3,7,0,3,0,0,1,10,0.15,15,Pythium heterothallicum,320,20C
Set_1-3,MISO_8-33,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium heterothallicum,320,20C
Set_1-3,MISO_8-33,R2,5,2,3,0,0,1,10,0.2,20,Pythium heterothallicum,320,20C
Set_1-3,MISO_8-33,R3,5,1,4,0,0,1,10,0.225,22.5,Pythium heterothallicum,320,20C
Set_1-3,NESO_4-30,R1,5,1,3,1,0,1,10,0.25,25,Pythium heterothallicum,320,20C
Set_1-3,NESO_4-30,R2,5,1,4,0,0,1,10,0.225,22.5,Pythium heterothallicum,320,20C
Set_1-3,NESO_4-30,R3,6,1,3,0,0,1,10,0.175,17.5,Pythium heterothallicum,320,20C
Set_1-3,IASO_2-21.2,R1,5,2,3,0,0,1,10,0.2,20,Pythium irregulare,307,20C
Set_1-3,IASO_2-21.2,R2,4,1,2,3,0,1,10,0.35,35,Pythium irregulare,307,20C
Set_1-3,IASO_2-21.2,R3,0,1,2,3,4,1,10,0.75,75,Pythium irregulare,307,20C
Set_1-3,KSSO_2-10,R1,0,0,0,3,7,4,10,0.925,92.5,Pythium irregulare,307,20C
Set_1-3,KSSO_2-10,R2,0,0,2,3,5,3,10,0.825,82.5,Pythium irregulare,307,20C
Set_1-3,KSSO_2-10,R3,0,0,0,3,7,4,10,0.925,92.5,Pythium irregulare,307,20C
Set_1-3,WISO_5-65,R1,0,1,2,3,4,2,10,0.75,75,Pythium irregulare,307,20C
Set_1-3,WISO_5-65,R2,0,2,1,3,4,2,10,0.725,72.5,Pythium irregulare,307,20C
Set_1-3,WISO_5-65,R3,0,0,2,4,4,2,10,0.8,80,Pythium irregulare,307,20C
Set_1-3,AR_284.S.1.4.A,R1,0,0,0,4,6,3,10,0.9,90,Pythium lutarium,125,20C
Set_1-3,AR_284.S.1.4.A,R2,0,0,0,4,6,3,10,0.9,90,Pythium lutarium,125,20C
Set_1-3,AR_284.S.1.4.A,R3,0,0,0,2,8,4,10,0.95,95,Pythium lutarium,125,20C
Set_1-3,INSO_1-8a,R1,6,2,2,0,0,1,10,0.15,15,Pythium lutarium,125,20C
Set_1-3,INSO_1-8a,R2,5,2,1,2,0,1,10,0.25,25,Pythium lutarium,125,20C
Set_1-3,INSO_1-8a,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium lutarium,125,20C
Set_1-3,MISO_1-4,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium lutarium,125,20C
Set_1-3,MISO_1-4,R2,6,2,2,0,0,1,10,0.15,15,Pythium lutarium,125,20C
Set_1-3,MISO_1-4,R3,6,1,3,0,0,1,10,0.175,17.5,Pythium lutarium,125,20C
Set_1-3,ILSO_6-12b,R1,5,3,2,0,0,1,10,0.175,17.5,Pythium oopapillum,350,20C
Set_1-3,ILSO_6-12b,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium oopapillum,350,20C
Set_1-3,ILSO_6-12b,R3,5,2,3,0,0,1,10,0.2,20,Pythium oopapillum,350,20C
Set_1-3,INSO_1-53a,R1,5,1,2,2,0,1,10,0.275,27.5,Pythium oopapillum,350,20C
Set_1-3,INSO_1-53a,R2,5,1,2,2,0,1,10,0.275,27.5,Pythium oopapillum,350,20C
Set_1-3,INSO_1-53a,R3,5,1,4,0,0,1,10,0.225,22.5,Pythium oopapillum,350,20C
Set_1-3,MISO_8-23,R1,6,2,2,0,0,1,10,0.15,15,Pythium oopapillum,350,20C
Set_1-3,MISO_8-23,R2,5,1,2,2,0,1,10,0.275,27.5,Pythium oopapillum,350,20C
Set_1-3,MISO_8-23,R3,5,1,3,1,0,1,10,0.25,25,Pythium oopapillum,350,20C
Set_1-3,INSO_1-10c,R1,0,0,0,4,6,3,10,0.9,90,Pythium sylvaticum,562,20C
Set_1-3,INSO_1-10c,R2,0,0,3,4,3,2,10,0.75,75,Pythium sylvaticum,562,20C
Set_1-3,INSO_1-10c,R3,0,0,2,3,5,2,10,0.825,82.5,Pythium sylvaticum,562,20C
Set_1-3,NDSO_1-42,R1,0,0,2,3,5,3,10,0.825,82.5,Pythium sylvaticum,562,20C
Set_1-3,NDSO_1-42,R2,0,0,2,3,5,3,10,0.825,82.5,Pythium sylvaticum,562,20C
Set_1-3,NDSO_1-42,R3,0,0,3,4,3,2,10,0.75,75,Pythium sylvaticum,562,20C
Set_1-3,NESO_2-13,R1,4,1,2,0,3,2,10,0.425,42.5,Pythium sylvaticum,562,20C
Set_1-3,NESO_2-13,R2,5,0,2,1,2,2,10,0.375,37.5,Pythium sylvaticum,562,20C
Set_1-3,NESO_2-13,R3,4,0,1,1,4,2,10,0.525,52.5,Pythium sylvaticum,562,20C
Set_1-3,ILSO_3-21a,R1,0,0,0,0,10,5,10,1,100,Pythium ultimum var. sporangiiferum,55,20C
Set_1-3,ILSO_3-21a,R2,0,0,0,0,10,5,10,1,100,Pythium ultimum var. sporangiiferum,55,20C
Set_1-3,ILSO_3-21a,R3,0,0,0,0,10,5,10,1,100,Pythium ultimum var. sporangiiferum,55,20C
